FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.66344136,66344136,POINT (16.364625105438538 48.17614870382383),10,Quellenstraße,# Karmarschgasse,1244,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344137,66344137,POINT (16.363629907548223 48.25078179370951),19,Heiligenstädter Straße,84,2950,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344138,66344138,POINT (16.367373811244853 48.26023387458955),19,Heiligenstädter Straße,178,3351,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344139,66344139,POINT (16.35678783795645 48.25660986042636),19,Zerritschgasse,1,3629,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344140,66344140,POINT (16.315511780119074 48.26059270510126),19,Bellevuestraße,(bei Umkehrplatz/ Caritas ),3803,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344141,66344141,POINT (16.3470538851188 48.20029855991656),7,Jenny Steiner Weg,2,2661,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344142,66344142,POINT (16.34593738297275 48.20285638924116),7,Bandgasse,# Kandlgasse,0097,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344143,66344143,POINT (16.344790866918927 48.20576214769098),7,Zieglergasse,# Neustiftgasse,1251,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344144,66344144,POINT (16.340880742323357 48.200297658639634),7,Kaiserstraße,# Seidengasse,1250,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344145,66344145,POINT (16.376089588718553 48.272088832631866),21,Kerpengasse,# Meyerbeergasse,2093,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344146,66344146,POINT (16.381285270950034 48.27588321917809),21,Voltelinigasse,39,2815,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344147,66344147,POINT (16.390093191541517 48.26577648722877),21,Anton-Störck-Gasse,ggü. 67,2811,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344148,66344148,POINT (16.313863046560645 48.21418165580775),16,Arnethgasse,61-65,1405,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344149,66344149,POINT (16.308774950428898 48.21388766683843),16,Ottakringerstraße,202 (ggü Kirche),0232,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344150,66344150,POINT (16.31752238365275 48.22163389601029),16,Stöberplatz,ggü. 1,2415,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344151,66344151,POINT (16.297427405644484 48.21606768833008),16,Erdbrustgasse,ggü. 51 A,2191,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344152,66344152,POINT (16.285607448570076 48.210198798529284),16,Reizenpfenniggasse,12,2181,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344153,66344153,POINT (16.2907006418851 48.20859385376756),16,Ameisbachzeile,109,1401,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344154,66344154,POINT (16.292490688879347 48.20946328315766),16,Waidäckergasse,17,2177,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344155,66344155,POINT (16.298207475791163 48.22421617562649),16,Heiderichstraße,# Rosenackerstraße,0216,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344156,66344156,POINT (16.297600923181253 48.22082548441186),16,Roterdstraße,70,2182,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344157,66344157,POINT (16.388712451481567 48.146344410841095),10,Ada-Christen-Gasse,# Franz-Koci-Straße,2305,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344158,66344158,POINT (16.48552906664131 48.2475813415071),22,Mittelfeldweg,96,2883,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344159,66344159,POINT (16.37332133544726 48.19447745199152),4,Argentinierstraße,30,0044,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344160,66344160,POINT (16.372752061340663 48.18554321724555),4,Wiedner Gürtel,3,0421,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344161,66344161,POINT (16.365255470288773 48.192221781704625),4,Große Neugasse,11,0054,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344162,66344162,POINT (16.366983426820873 48.194713385633776),4,Waaggasse,1,0061,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344163,66344163,POINT (16.368596329159345 48.195955411580236),4,Favoritenstraße,4-6,0047,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344164,66344164,POINT (16.36549600423796 48.19719435337572),4,Schleifmühlgasse,12-14,0058,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344165,66344165,POINT (16.378048629412927 48.189920135316434),4,Goldeggasse,13,0052,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344166,66344166,POINT (16.369526994067254 48.19283174718954),4,Mayerhofgasse,4,0040,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344167,66344167,POINT (16.41921363653606 48.174374648689046),11,Krausegasse,# Krötzlergasse,2588,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344168,66344168,POINT (16.421659187442717 48.17452872661406),11,Krausegasse,ggü. 20,3386,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344169,66344169,POINT (16.444122920806667 48.26678952994713),21,St.-Michael-Gasse,ggü. Lammaschgasse,2090,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344170,66344170,POINT (16.431524787458358 48.268209687205214),21,Richard-Neutra-Gasse,# Schönthalergasse,2526,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344171,66344171,POINT (16.46168250948164 48.279891545355184),21,Winterweg,# Spitzweg,2370,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344172,66344172,POINT (16.396480756793423 48.169114768044906),10,Laaer Wald,# Urselbrunnengasse,1169,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344173,66344173,POINT (16.463398281410118 48.16349197986588),11,Hörtengasse,# Klebindergasse,3685,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344174,66344174,POINT (16.444040472723525 48.273686973695476),21,Pastorstraße,# Oswald-Redlich-Gasse,2088,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66344175,66344175,POINT (16.440687501748126 48.2647497623091),21,Großfeldstraße,# Stadlweg,3649,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341781,66341781,POINT (16.371264218148895 48.186841733759415),4,Schelleingasse 28-30,,510,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341782,66341782,POINT (16.371886881086375 48.18677253745015),4,Schelleingasse 28-30,,515,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341783,66341783,POINT (16.367091209649143 48.187100252760935),4,Alois-Drasche-Park,,550,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341784,66341784,POINT (16.367719042294087 48.187229049715555),4,Alois-Drasche-Park,,511,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341785,66341785,POINT (16.368433284613502 48.18644745892221),4,Alois-Drasche-Park,,512,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341786,66341786,POINT (16.368330735132098 48.185734372051535),4,Alois-Drasche-Park,,551,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341787,66341787,POINT (16.3674082367049 48.18606336797198),4,Alois-Drasche-Park,,552,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341788,66341788,POINT (16.36558038285662 48.19146862162774),4,Rubenspark (Hundezone),,555,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341789,66341789,POINT (16.365383084911947 48.19140404203283),4,Rubenspark (Hundezone),,556,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341790,66341790,POINT (16.365243260767716 48.19128013170236),4,Rubenspark,,514,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341791,66341791,POINT (16.36522136874902 48.194646090814224),4,Johannes- Diodato-Park,,517,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341792,66341792,POINT (16.368693420337042 48.19947962665859),4,Resselpark/ Karlsplatz 14,,554,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341793,66341793,POINT (16.372177224903176 48.1990941722652),4,Resselpark/ Teich,,513,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341794,66341794,POINT (16.342311820954148 48.20757677752963),7,Lerchenfelder Kirche,,563,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341795,66341795,POINT (16.34297618570414 48.20745212892634),7,Lerchenfelder Kirche,,562,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341796,66341796,POINT (16.35661219219942 48.20566171061974),7,Weghuberpark (Hundezone),,561,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341797,66341797,POINT (16.35370697004476 48.221706911481775),9,Arne-Carlsson-Park (Hundezone),,583,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341798,66341798,POINT (16.354286943778906 48.22133675301725),9,Arne-Carlsson-Park (Hundezone),,584,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341799,66341799,POINT (16.35408902568661 48.21530767084424),9,Ostarichi-Park,,585,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341800,66341800,POINT (16.358714483903395 48.21481823089907),9,Votivpark,,582,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341801,66341801,POINT (16.358492130194122 48.21516449403248),9,Votivpark,,581,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341802,66341802,POINT (16.358265612262606 48.21560320679993),9,Votivpark,,579,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341803,66341803,POINT (16.35935945577588 48.21594916477029),9,Votivpark,,580,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341804,66341804,POINT (16.35839109541588 48.226262012223806),9,Lichtentalerpark (Hundezone),,577,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341805,66341805,POINT (16.358686297003082 48.22638216038753),9,Lichtentalerpark (Hundezone),,576,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341806,66341806,POINT (16.357847110448766 48.22703740846055),9,Lichtentalerpark,,578,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341807,66341807,POINT (16.358391518991283 48.22719222014256),9,Lichtentalerpark,,575,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341808,66341808,POINT (16.416386319029222 48.29524072688504),21,Heisspark,,727,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341809,66341809,POINT (16.44980792317698 48.28728946171963),21,Illgasse (Hundezone),,728,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341810,66341810,POINT (16.349258374664757 48.18060883898433),5,Margaretengürtel/ Eichenstraße (Hundezone),,535,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341811,66341811,POINT (16.348027058459852 48.181210859685656),5,Margaretengürtel/ Eichenstraße (Hundezone),,557,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341812,66341812,POINT (16.33911418583331 48.181242283250015),12,Steinbauerpark (Hundezone),,724,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341813,66341813,POINT (16.33480375148778 48.17913473831555),12,Vierthalerpark (Hundezone),,723,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341814,66341814,POINT (16.334693506651256 48.178834812470164),12,Vierthalerpark (Hundezone),,722,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341815,66341815,POINT (16.327379673941007 48.18211499695489),12,Theresienbadpark (Hundezone),,756,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341816,66341816,POINT (16.373766460110353 48.16073354891536),10,Heuberggstätten West/ Anningerweg,,595,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341817,66341817,POINT (16.368999325319987 48.158854915477235),10,Heuberggstätten West/ Heubergstättenstraße,,594,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341818,66341818,POINT (16.420628300857885 48.230665441007176),22,Am Kaiserwasser/ Weissauweg,,743,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341819,66341819,POINT (16.423472329072826 48.22977340131798),22,Weissauweg 10,,744,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341820,66341820,POINT (16.423582655474195 48.22638545253107),22,Schüttauplatz,,745,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341821,66341821,POINT (16.442767744360445 48.25821986561773),22,Ingeborg-Bachmann-Park (Hundezone),,738,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341822,66341822,POINT (16.398305591981032 48.2487911785504),21,Bahndammweg-Hundeauslaufzone,,731,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341823,66341823,POINT (16.400183258726614 48.248393665722496),21,Bahndammweg-Hundeauslaufzone,,732,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341824,66341824,POINT (16.40793972379179 48.23704798753471),22,Donaupark,,735,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341825,66341825,POINT (16.47925114006078 48.24704088972027),22,Teich Hirschstetten,,770,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341826,66341826,POINT (16.47661967109364 48.24433559190881),22,Teich Hirschstetten,,773,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341827,66341827,POINT (16.475695732781485 48.243315534918786),22,Teich Hirschstetten,,771,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341828,66341828,POINT (16.475146134213166 48.24248410962936),22,Teich Hirschstetten,,734,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341829,66341829,POINT (16.476303077846886 48.2418219562444),22,Teich Hirschstetten,,772,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341830,66341830,POINT (16.478090623017877 48.24140279219153),22,Teich Hirschstetten,,733,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341831,66341831,POINT (16.47921523838337 48.24173538208719),22,Teich Hirschstetten,,774,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341832,66341832,POINT (16.378847514396433 48.20288381598385),1,Stadtpark (Hundezone),,544,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341833,66341833,POINT (16.381460318374824 48.20559297642933),1,Stadtpark (Hundezone),,543,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341834,66341834,POINT (16.350407030763208 48.18278059545393),5,Ernst-Lichtblau-Park (Hundezone),,526,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341835,66341835,POINT (16.355690131644963 48.181518650805906),5,Leopold-Rister-Gasse (Hundezone),,531,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341836,66341836,POINT (16.482428916017863 48.22168271840703),22,Pilotengasse,,740,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341837,66341837,POINT (16.490590756762604 48.22578081363657),22,An den alten Schanzen,,741,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341838,66341838,POINT (16.525744664406847 48.2179117439593),22,Rosenbergstraße/Boltensterngasse,,742,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66341780,66341780,POINT (16.371212138630355 48.18633492764004),4,Schelleingasse 28-30,,516,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342604,66342604,POINT (16.276019711617767 48.13494664769596),23,Elisenstraße,ggü. 19,3479,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342605,66342605,POINT (16.34534643579503 48.145315378502346),23,Zeleznygasse,# Pfarrgasse,3464,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.66342606,66342606,POINT (16.34644152935064 48.141848656869925),23,Traviatagasse,21-29 Umkehre,1260,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
